Code,Description,Manufacturer,Official_Severity,Color_Raw,Operator_Action,Product_Type,Occurrences_2025,Containers_Affected,Containers_With_True_Failure,Empirical_Failure_Rate,Recommendation
24402,Sensor Input Voltage High CCB4,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P11000,Check Condenser Fan Motor 2,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
25100,No Comm From Micro to STP1,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P11001,Check Standby Contactor 2 Circuit,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
25101,Over Current STP1,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P12000,C3 Chk Supply Air Sensor,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P12001,C2 Chk Evap Outlet Temp,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
25200,No Comm From Micro to STP2,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P12002,C3 Chk Evap Outlet Temp,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P13000,Check Condenser Fan 2 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
25201,Over Current STP2,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
25202,Check Input Voltage STP2,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P14000,C2 Chk Evap1 Superheat,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
25300,No Comm From Micro to STP3,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26209,EES Filter Outlet Temp,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26210,EES Exhaust Inlet Temp,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
25301,Over Current STP3,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26211,EES ECU Output Failure,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
25302,Check Input Voltage STP3,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26212,EES ECU Log Failure,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
25400,No Comm From Micro to STP4,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26213,EES ECU Clock Failure,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26214,EES ECU Temp Low,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
25401,Over Current STP4,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26215,EES ECU Temp High,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
25402,Check Input Voltage STP4,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26216,EES No Temperature Rise,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26100,No Comm From Micro to ENCU,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26217,EES System Failure,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26218,EES System Overtemp,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26101,Engine Over Heat ENCU,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26219,Temp Sensor Drift,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26102,Water Temp Low ENCU,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26220,EES Back Pressure Exceeded,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26103,Water Temp High ENCU,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26104,Battery Voltage High ENCU,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26221,EES Frequent Regenerations,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26105,Engine Overrun ENCU,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26222,EES Back Pressure Offset Exceeded,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26106,Sensor Supply Voltage 1 Low ENCU,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26107,Oil Pressure Error ENCU,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26300,ENCU CAN Comm Failure,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26108,Rack Position Abnormal ENCU,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26301,Engine Shutdown Alarm,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26302,Engine Warning Alarm,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26109,Actuator Abnormal ENCU,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26110,Engine Speed Sensor Abnormal ENCU,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
27100,No Comm from Micro to Comm Module,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26111,Intake Air Pressure Low ENCU,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
27200,No Comm from Micro to Optional Comm Module,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
26112,Intake Air Pressure High ENCU,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
28001,No Comm from fuel sensor,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
28002,No Comm from door switch,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
28003,Invalid 3rd Party Door Switch,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26200,EES Loss of Communication to Controller,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
28004,Invalid 3rd Party REMS1,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
28005,Invalid 3rd Party REMS2,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26201,EES Service Required,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
28006,Invalid 3rd Party REMS3,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26202,EES High Back Pressure,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26203,EES Low Back Pressure,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26204,EES ECU Voltage Low,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26205,EES Filter Inlet Temp,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26206,EES Check Fuel Pump Circuit,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26207,EES Check Air Control Valve,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
26208,EES Check Fuel Injector Circuit,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
